78039 silly lifecycle ansi-styles@1.0.0~preinstall: no script for preinstall, continuing
85720 info lifecycle callsite@1.0.0~postinstall: callsite@1.0.0
85721 silly lifecycle callsite@1.0.0~postinstall: no script for postinstall, continuing
85722 silly postinstall better-assert@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\better-assert-8e38e01a
85723 info lifecycle better-assert@1.0.2~postinstall: better-assert@1.0.2
85724 silly lifecycle better-assert@1.0.2~postinstall: no script for postinstall, continuing
85725 silly postinstall camelcase@1.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\camelcase-ed3831b8
85726 info lifecycle camelcase@1.2.1~postinstall: camelcase@1.2.1
85727 silly lifecycle camelcase@1.2.1~postinstall: no script for postinstall, continuing
85728 silly postinstall caseless@0.11.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\caseless-d75b482a
85729 info lifecycle caseless@0.11.0~postinstall: caseless@0.11.0
85730 silly lifecycle caseless@0.11.0~postinstall: no script for postinstall, continuing
85731 silly postinstall casperjs@1.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\casperjs-ec7eccc8
85732 info lifecycle casperjs@1.1.1~postinstall: casperjs@1.1.1
85733 silly lifecycle casperjs@1.1.1~postinstall: no script for postinstall, continuing
85734 silly postinstall character-parser@1.2.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\character-parser-c53b736b
85735 info lifecycle character-parser@1.2.1~postinstall: character-parser@1.2.1
85736 silly lifecycle character-parser@1.2.1~postinstall: no script for postinstall, continuing
85737 silly postinstall wordwrap@0.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\wordwrap-f53becd0
85738 info lifecycle wordwrap@0.0.2~postinstall: wordwrap@0.0.2
85739 silly lifecycle wordwrap@0.0.2~postinstall: no script for postinstall, continuing
85740 silly postinstall cloneextend@0.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cloneextend-d4f5a153
85741 info lifecycle cloneextend@0.0.3~postinstall: cloneextend@0.0.3
85742 silly lifecycle cloneextend@0.0.3~postinstall: no script for postinstall, continuing
85743 silly postinstall coffee-script@1.3.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\coffee-script-ee199b1e
85744 info lifecycle coffee-script@1.3.3~postinstall: coffee-script@1.3.3
85745 silly lifecycle coffee-script@1.3.3~postinstall: no script for postinstall, continuing
85746 silly postinstall colors@1.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\colors-9a8adcd7
85747 info lifecycle colors@1.0.3~postinstall: colors@1.0.3
85748 silly lifecycle colors@1.0.3~postinstall: no script for postinstall, continuing
85749 silly postinstall commander@2.6.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\commander-38275c09
85750 info lifecycle commander@2.6.0~postinstall: commander@2.6.0
85751 silly lifecycle commander@2.6.0~postinstall: no script for postinstall, continuing
85752 silly postinstall component-bind@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\component-bind-30ee8916
85753 info lifecycle component-bind@1.0.0~postinstall: component-bind@1.0.0
85754 silly lifecycle component-bind@1.0.0~postinstall: no script for postinstall, continuing
85755 silly postinstall component-emitter@1.1.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\component-emitter-6b68c2c5
85756 info lifecycle component-emitter@1.1.2~postinstall: component-emitter@1.1.2
85757 silly lifecycle component-emitter@1.1.2~postinstall: no script for postinstall, continuing
85758 silly postinstall component-inherit@0.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\component-inherit-9d0ba370
85759 info lifecycle component-inherit@0.0.3~postinstall: component-inherit@0.0.3
85760 silly lifecycle component-inherit@0.0.3~postinstall: no script for postinstall, continuing
85761 silly postinstall concat-map@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\concat-map-0e8464a0
85762 info lifecycle concat-map@0.0.1~postinstall: concat-map@0.0.1
85763 silly lifecycle concat-map@0.0.1~postinstall: no script for postinstall, continuing
85764 silly postinstall brace-expansion@1.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\brace-expansion-fbdc3081
85765 info lifecycle brace-expansion@1.1.6~postinstall: brace-expansion@1.1.6
85766 silly lifecycle brace-expansion@1.1.6~postinstall: no script for postinstall, continuing
85767 silly postinstall isarray@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\isarray-2423a13b
85768 info lifecycle isarray@0.0.1~postinstall: isarray@0.0.1
85769 silly lifecycle isarray@0.0.1~postinstall: no script for postinstall, continuing
85770 silly postinstall graceful-fs@4.1.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\graceful-fs-2dd49654
85771 info lifecycle graceful-fs@4.1.5~postinstall: graceful-fs@4.1.5
85772 silly lifecycle graceful-fs@4.1.5~postinstall: no script for postinstall, continuing
85773 silly postinstall object-assign@4.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\object-assign-dff0ff95
85774 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
85775 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
85776 silly postinstall connection-parse@0.0.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\connection-parse-09c4be50
85777 info lifecycle connection-parse@0.0.7~postinstall: connection-parse@0.0.7
85778 silly lifecycle connection-parse@0.0.7~postinstall: no script for postinstall, continuing
85779 silly postinstall console-browserify@0.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\console-browserify-665b0bfe
85780 info lifecycle console-browserify@0.1.6~postinstall: console-browserify@0.1.6
85781 silly lifecycle console-browserify@0.1.6~postinstall: no script for postinstall, continuing
85782 silly postinstall constantinople@3.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\constantinople-acb1c655
85783 info lifecycle constantinople@3.0.2~postinstall: constantinople@3.0.2
85784 silly lifecycle constantinople@3.0.2~postinstall: no script for postinstall, continuing
85785 silly postinstall content-disposition@0.5.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\content-disposition-00ba1dbd
85786 info lifecycle content-disposition@0.5.1~postinstall: content-disposition@0.5.1
85787 silly lifecycle content-disposition@0.5.1~postinstall: no script for postinstall, continuing
85788 silly postinstall content-type@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\content-type-f9f3a817
85789 info lifecycle content-type@1.0.2~postinstall: content-type@1.0.2
85790 silly lifecycle content-type@1.0.2~postinstall: no script for postinstall, continuing
85791 silly postinstall continuable-cache@0.3.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\continuable-cache-e2c58218
85792 info lifecycle continuable-cache@0.3.1~postinstall: continuable-cache@0.3.1
85793 silly lifecycle continuable-cache@0.3.1~postinstall: no script for postinstall, continuing
85794 silly postinstall cookie@0.3.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookie-60b21d55
85795 info lifecycle cookie@0.3.1~postinstall: cookie@0.3.1
85796 silly lifecycle cookie@0.3.1~postinstall: no script for postinstall, continuing
85797 silly postinstall cookie-signature@1.0.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookie-signature-bbd622f9
85798 info lifecycle cookie-signature@1.0.6~postinstall: cookie-signature@1.0.6
85799 silly lifecycle cookie-signature@1.0.6~postinstall: no script for postinstall, continuing
85800 silly postinstall cookie-parser@1.4.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookie-parser-91d115a9
85801 info lifecycle cookie-parser@1.4.3~postinstall: cookie-parser@1.4.3
85802 silly lifecycle cookie-parser@1.4.3~postinstall: no script for postinstall, continuing
85803 silly postinstall cookiejar@2.0.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cookiejar-a97f1bb0
85804 info lifecycle cookiejar@2.0.6~postinstall: cookiejar@2.0.6
85805 silly lifecycle cookiejar@2.0.6~postinstall: no script for postinstall, continuing
85806 silly postinstall core-js@2.4.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\core-js-353d06cf
85807 info lifecycle core-js@2.4.1~postinstall: core-js@2.4.1
85808 silly lifecycle core-js@2.4.1~postinstall: no script for postinstall, continuing
85809 silly postinstall core-util-is@1.0.2 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\core-util-is-862efc55
85810 info lifecycle core-util-is@1.0.2~postinstall: core-util-is@1.0.2
85811 silly lifecycle core-util-is@1.0.2~postinstall: no script for postinstall, continuing
85812 silly postinstall crypto-js@3.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\crypto-js-783a0040
85813 info lifecycle crypto-js@3.1.6~postinstall: crypto-js@3.1.6
85814 silly lifecycle crypto-js@3.1.6~postinstall: no script for postinstall, continuing
85815 silly postinstall css-parse@1.0.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\css-parse-329ad109
85816 info lifecycle css-parse@1.0.4~postinstall: css-parse@1.0.4
85817 silly lifecycle css-parse@1.0.4~postinstall: no script for postinstall, continuing
85818 silly postinstall css-stringify@1.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\css-stringify-eadbc80b
85819 info lifecycle css-stringify@1.0.5~postinstall: css-stringify@1.0.5
85820 silly lifecycle css-stringify@1.0.5~postinstall: no script for postinstall, continuing
85821 silly postinstall css@1.0.8 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\css-d3ca3b4a
85822 info lifecycle css@1.0.8~postinstall: css@1.0.8
85823 silly lifecycle css@1.0.8~postinstall: no script for postinstall, continuing
85824 silly postinstall ctype@0.5.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ctype-4f07876d
85825 info lifecycle ctype@0.5.3~postinstall: ctype@0.5.3
85826 silly lifecycle ctype@0.5.3~postinstall: no script for postinstall, continuing
85827 silly postinstall custom-event@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\custom-event-faf8f3e2
85828 info lifecycle custom-event@1.0.0~postinstall: custom-event@1.0.0
85829 silly lifecycle custom-event@1.0.0~postinstall: no script for postinstall, continuing
85830 silly postinstall cycle@1.0.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\cycle-7c12b7b5
85831 info lifecycle cycle@1.0.3~postinstall: cycle@1.0.3
85832 silly lifecycle cycle@1.0.3~postinstall: no script for postinstall, continuing
85833 silly postinstall assert-plus@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\assert-plus-86438bc6
85834 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
85835 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
85836 silly postinstall dashdash@1.14.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\dashdash-9929d35d
85837 info lifecycle dashdash@1.14.0~postinstall: dashdash@1.14.0
85838 silly lifecycle dashdash@1.14.0~postinstall: no script for postinstall, continuing
85839 silly postinstall dateformat@1.0.2-1.2.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\dateformat-076fe8f6
85840 info lifecycle dateformat@1.0.2-1.2.3~postinstall: dateformat@1.0.2-1.2.3
85841 silly lifecycle dateformat@1.0.2-1.2.3~postinstall: no script for postinstall, continuing
85842 silly postinstall decamelize@1.2.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\decamelize-0a91f16a
85843 info lifecycle decamelize@1.2.0~postinstall: decamelize@1.2.0
85844 silly lifecycle decamelize@1.2.0~postinstall: no script for postinstall, continuing
85845 silly postinstall type-detect@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\type-detect-aaefed10
85846 info lifecycle type-detect@0.1.1~postinstall: type-detect@0.1.1
85847 silly lifecycle type-detect@0.1.1~postinstall: no script for postinstall, continuing
85848 silly postinstall deep-eql@0.1.3 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\deep-eql-db301783
85849 info lifecycle deep-eql@0.1.3~postinstall: deep-eql@0.1.3
85850 silly lifecycle deep-eql@0.1.3~postinstall: no script for postinstall, continuing
85851 silly postinstall deep-equal@0.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\deep-equal-cf04450e
85852 info lifecycle deep-equal@0.0.0~postinstall: deep-equal@0.0.0
85853 silly lifecycle deep-equal@0.0.0~postinstall: no script for postinstall, continuing
85854 silly postinstall deep-extend@0.4.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\deep-extend-5f723eda
85855 info lifecycle deep-extend@0.4.1~postinstall: deep-extend@0.4.1
85856 silly lifecycle deep-extend@0.4.1~postinstall: no script for postinstall, continuing
85857 silly postinstall defined@0.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\defined-f5c56c3a
85858 info lifecycle defined@0.0.0~postinstall: defined@0.0.0
85859 silly lifecycle defined@0.0.0~postinstall: no script for postinstall, continuing
85860 silly postinstall delayed-stream@1.0.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\delayed-stream-856a4f56
85861 info lifecycle delayed-stream@1.0.0~postinstall: delayed-stream@1.0.0
85862 silly lifecycle delayed-stream@1.0.0~postinstall: no script for postinstall, continuing
85863 silly postinstall combined-stream@1.0.5 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\combined-stream-00239478
85864 info lifecycle combined-stream@1.0.5~postinstall: combined-stream@1.0.5
85865 silly lifecycle combined-stream@1.0.5~postinstall: no script for postinstall, continuing
85866 silly postinstall depd@1.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\depd-49d5213c
85867 info lifecycle depd@1.1.0~postinstall: depd@1.1.0
85868 silly lifecycle depd@1.1.0~postinstall: no script for postinstall, continuing
85869 silly postinstall destroy@1.0.4 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\destroy-8cda082a
85870 info lifecycle destroy@1.0.4~postinstall: destroy@1.0.4
85871 silly lifecycle destroy@1.0.4~postinstall: no script for postinstall, continuing
85872 silly postinstall di@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\di-f87d32db
85873 info lifecycle di@0.0.1~postinstall: di@0.0.1
85874 silly lifecycle di@0.0.1~postinstall: no script for postinstall, continuing
85875 silly postinstall diff@1.4.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\diff-88eeec5b
85876 info lifecycle diff@1.4.0~postinstall: diff@1.4.0
85877 silly lifecycle diff@1.4.0~postinstall: no script for postinstall, continuing
85878 silly postinstall domelementtype@1.3.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\domelementtype-522be9d2
85879 info lifecycle domelementtype@1.3.0~postinstall: domelementtype@1.3.0
85880 silly lifecycle domelementtype@1.3.0~postinstall: no script for postinstall, continuing
85881 silly postinstall domhandler@2.1.0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\domhandler-2a359d7b
85882 info lifecycle domhandler@2.1.0~postinstall: domhandler@2.1.0
85883 silly lifecycle domhandler@2.1.0~postinstall: no script for postinstall, continuing
85884 silly postinstall domutils@1.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\domutils-1091a8de
85885 info lifecycle domutils@1.1.6~postinstall: domutils@1.1.6
85886 silly lifecycle domutils@1.1.6~postinstall: no script for postinstall, continuing
85887 silly postinstall double-ended-queue@2.1.0-0 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\double-ended-queue-25212eaa
85888 info lifecycle double-ended-queue@2.1.0-0~postinstall: double-ended-queue@2.1.0-0
85889 silly lifecycle double-ended-queue@2.1.0-0~postinstall: no script for postinstall, continuing
85890 silly postinstall duplexer@0.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\duplexer-2074638e
85891 info lifecycle duplexer@0.1.1~postinstall: duplexer@0.1.1
85892 silly lifecycle duplexer@0.1.1~postinstall: no script for postinstall, continuing
85893 silly postinstall ecdsa-sig-formatter@1.0.7 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ecdsa-sig-formatter-cc4bb519
85894 info lifecycle ecdsa-sig-formatter@1.0.7~postinstall: ecdsa-sig-formatter@1.0.7
85895 silly lifecycle ecdsa-sig-formatter@1.0.7~postinstall: no script for postinstall, continuing
85896 silly postinstall ee-first@1.1.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\ee-first-146edac9
85897 info lifecycle ee-first@1.1.1~postinstall: ee-first@1.1.1
85898 silly lifecycle ee-first@1.1.1~postinstall: no script for postinstall, continuing
85899 silly postinstall encodeurl@1.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\encodeurl-7f198594
85900 info lifecycle encodeurl@1.0.1~postinstall: encodeurl@1.0.1
85901 silly lifecycle encodeurl@1.0.1~postinstall: no script for postinstall, continuing
85902 silly postinstall isarray@0.0.1 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\isarray-9005b103
85903 info lifecycle isarray@0.0.1~postinstall: isarray@0.0.1
85904 silly lifecycle isarray@0.0.1~postinstall: no script for postinstall, continuing
85905 silly postinstall has-binary@0.1.6 C:\Users\Ron\desktop\swiftsrv\node_modules\.staging\has-binary-f3c84152
85906 info lifecycle has-binary@0.1.6~postinstall: has-binary@0.1.6
85907 silly lifecycle has-binary@0.1.6~postinstall: no script for postinstall, continuing
